"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2018-168655","2018-10-12 00:00:00","535","714","8277","3","80","30","0.38","0.2","Michelle Lonsdale","Corporate","West","Albuquerque","New Mexico","United States","87105","2018-10-18 00:00:00","Standard Class","GBC Twin Loop Wire Binding Elements","Office Supplies","Binders","GBC"
"CA-2018-168655","2018-10-12 00:00:00","535","1616","8278","5","595","95","0.16","0","Michelle Lonsdale","Corporate","West","Albuquerque","New Mexico","United States","87105","2018-10-18 00:00:00","Standard Class","WD My Passport Ultra 2TB Portable External Hard Drive","Technology","Accessories","WD My Passport"
"CA-2018-168739","2018-05-29 00:00:00","329","563","8279","4","65","-52","-0.8","0.6","Henia Zydlo","Consumer","Central","Houston","Texas","United States","77095","2018-06-05 00:00:00","Standard Class","Eldon Executive Woodline II Cherry Finish Desk Accessories","Furniture","Furnishings","Eldon"
"CA-2018-168837","2018-10-14 00:00:00","396","393","8280","2","9","4","0.39","0","Joni Wasserman","Consumer","West","Oakland","California","United States","94601","2018-10-17 00:00:00","First Class","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line"
"CA-2018-168858","2018-11-19 00:00:00","409","1501","8281","3","17","8","0.5","0","Justin Deggeller","Corporate","East","New York City","New York","United States","10011","2018-11-23 00:00:00","Standard Class","Staple envelope","Office Supplies","Envelopes","Staple envelope"
"CA-2018-168858","2018-11-19 00:00:00","409","863","8282","7","2505","626","0.25","0","Justin Deggeller","Corporate","East","New York City","New York","United States","10011","2018-11-23 00:00:00","Standard Class","Hoover Shoulder Vac Commercial Portable Vacuum","Office Supplies","Appliances","Hoover"
"CA-2018-168900","2018-05-04 00:00:00","692","535","8283","1","2","-2","-0.83","0.7","Shahid Hopkins","Consumer","East","Springfield","Ohio","United States","45503","2018-05-09 00:00:00","Standard Class","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","DXL"
"CA-2018-168942","2018-08-01 00:00:00","263","646","8284","3","187","50","0.27","0","Eric Murdock","Consumer","West","San Francisco","California","United States","94109","2018-08-05 00:00:00","Second Class","Fellowes Mobile File Cart, Black","Office Supplies","Storage","Fellowes"
"CA-2018-169005","2018-11-02 00:00:00","69","1132","8285","2","6","1","0.26","0","Barry Gonzalez","Consumer","South","Springfield","Virginia","United States","22153","2018-11-06 00:00:00","Standard Class","Newell 318","Office Supplies","Art","Newell"
"CA-2018-169012","2018-07-10 00:00:00","85","290","8286","3","42","11","0.26","0","Beth Fritzler","Corporate","South","Columbus","Georgia","United States","31907","2018-07-14 00:00:00","Standard Class","Belkin 7-Outlet SurgeMaster Home Series","Office Supplies","Appliances","Belkin"
"CA-2018-169054","2018-04-22 00:00:00","519","1535","8287","3","254","0","0","0.2","Meg O'Connel","Home Office","East","Philadelphia","Pennsylvania","United States","19140","2018-04-26 00:00:00","Standard Class","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","Furniture","Furnishings","Tenex"
"CA-2018-169124","2018-07-03 00:00:00","486","867","8288","3","129","54","0.42","0","Maria Bertelson","Consumer","West","Citrus Heights","California","United States","95610","2018-07-10 00:00:00","Standard Class","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","Furniture","Furnishings","Howard Miller"
"CA-2018-169264","2018-08-14 00:00:00","579","243","8289","2","6","3","0.49","0","Nora Preis","Consumer","West","San Francisco","California","United States","94109","2018-08-16 00:00:00","Second Class","Avery File Folder Labels","Office Supplies","Labels","Avery"
"CA-2018-169264","2018-08-14 00:00:00","579","1132","8290","6","17","4","0.26","0","Nora Preis","Consumer","West","San Francisco","California","United States","94109","2018-08-16 00:00:00","Second Class","Newell 318","Office Supplies","Art","Newell"
"CA-2018-169285","2018-03-21 00:00:00","645","1757","8291","1","6","3","0.49","0","Robert Waldorf","Consumer","Central","Lafayette","Indiana","United States","47905","2018-03-25 00:00:00","Standard Class","Xerox 196","Office Supplies","Paper","Xerox"
"CA-2018-169285","2018-03-21 00:00:00","645","539","8292","5","277","133","0.48","0","Robert Waldorf","Consumer","Central","Lafayette","Indiana","United States","47905","2018-03-25 00:00:00","Standard Class","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Office Supplies","Paper","Other"
"CA-2018-169327","2018-09-02 00:00:00","485","64","8293","5","43","11","0.26","0","Marc Harrigan","Home Office","West","Los Angeles","California","United States","90008","2018-09-04 00:00:00","Second Class","Acco Six-Outlet Power Strip, 4' Cord Length","Office Supplies","Appliances","Acco"
"CA-2018-169327","2018-09-02 00:00:00","485","717","8294","5","148","46","0.31","0.2","Marc Harrigan","Home Office","West","Los Angeles","California","United States","90008","2018-09-04 00:00:00","Second Class","GBC Velobind Prepunched Cover Sets, Regency Series","Office Supplies","Binders","GBC"
"CA-2018-169327","2018-09-02 00:00:00","485","1042","8295","5","512","133","0.26","0","Marc Harrigan","Home Office","West","Los Angeles","California","United States","90008","2018-09-04 00:00:00","Second Class","Luxo Professional Combination Clamp-On Lamps","Furniture","Furnishings","Luxo"
"CA-2018-169362","2018-10-12 00:00:00","723","1034","8296","2","40","-1","-0.04","0.2","Sung Pak","Corporate","Central","Dallas","Texas","United States","75217","2018-10-15 00:00:00","First Class","Logitech Wireless Touch Keyboard K400","Technology","Accessories","Logitech"
"CA-2018-169404","2018-04-09 00:00:00","574","1585","8297","4","38","-29","-0.77","0.7","Noah Childs","Corporate","East","York","Pennsylvania","United States","17403","2018-04-14 00:00:00","Standard Class","Tuf-Vin Binders","Office Supplies","Binders","Other"
"CA-2018-169404","2018-04-09 00:00:00","574","1684","8298","2","66","24","0.36","0.2","Noah Childs","Corporate","East","York","Pennsylvania","United States","17403","2018-04-14 00:00:00","Standard Class","Xerox 1893","Office Supplies","Paper","Xerox"
"CA-2018-169411","2018-12-24 00:00:00","41","561","8299","1","38","7","0.18","0","Ann Chong","Corporate","East","Rochester","New York","United States","14609","2018-12-29 00:00:00","Standard Class","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","Furniture","Furnishings","Eldon"
"CA-2018-169439","2018-09-09 00:00:00","475","324","8300","5","26","4","0.15","0.2","Logan Currie","Consumer","East","Cleveland","Ohio","United States","44105","2018-09-13 00:00:00","Standard Class","BIC Brite Liner Highlighters, Chisel Tip","Office Supplies","Art","BIC"
"CA-2018-169439","2018-09-09 00:00:00","475","506","8301","2","66","-9","-0.14","0.2","Logan Currie","Consumer","East","Cleveland","Ohio","United States","44105","2018-09-13 00:00:00","Standard Class","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","Furniture","Furnishings","Deflect-o"
"CA-2018-169474","2018-02-04 00:00:00","356","287","8302","3","33","8","0.26","0","Jay Fein","Consumer","East","Rochester","New York","United States","14609","2018-02-09 00:00:00","Standard Class","Belkin 6 Outlet Metallic Surge Strip","Office Supplies","Appliances","Belkin"
"CA-2018-169607","2018-10-12 00:00:00","150","1749","8303","2","10","5","0.47","0","Christina Anderson","Consumer","East","New York City","New York","United States","10024","2018-10-15 00:00:00","First Class","Xerox 1952","Office Supplies","Paper","Xerox"
"CA-2018-169691","2018-06-15 00:00:00","215","1792","8304","3","18","9","0.49","0","Dean percer","Home Office","Central","Maple Grove","Minnesota","United States","55369","2018-06-18 00:00:00","First Class","Xerox 1992","Office Supplies","Paper","Xerox"
"CA-2018-169691","2018-06-15 00:00:00","215","199","8305","3","44","22","0.5","0","Dean percer","Home Office","Central","Maple Grove","Minnesota","United States","55369","2018-06-18 00:00:00","First Class","Avery 490","Office Supplies","Labels","Avery"
"CA-2018-169691","2018-06-15 00:00:00","215","1546","8306","5","85","23","0.27","0","Dean percer","Home Office","Central","Maple Grove","Minnesota","United States","55369","2018-06-18 00:00:00","First Class","Tenex Personal Self-Stacking Standard File Box, Black/Gray","Office Supplies","Storage","Tenex"
"CA-2018-169810","2018-07-25 00:00:00","623","207","8307","7","20","10","0.47","0","Raymond Buch","Consumer","Central","Sioux Falls","South Dakota","United States","57103","2018-07-31 00:00:00","Standard Class","Avery 498","Office Supplies","Labels","Avery"
"CA-2018-169817","2018-09-21 00:00:00","257","928","8308","2","2","-2","-0.8","0.7","Emily Burns","Consumer","East","Philadelphia","Pennsylvania","United States","19143","2018-09-25 00:00:00","Standard Class","Insertable Tab Indexes For Data Binders","Office Supplies","Binders","Other"
"CA-2018-169859","2018-12-14 00:00:00","544","552","8309","3","26","11","0.42","0","Mike Pelletier","Home Office","West","San Diego","California","United States","92024","2018-12-18 00:00:00","Standard Class","Eldon 400 Class Desk Accessories, Black Carbon","Furniture","Furnishings","Eldon"
"CA-2018-169859","2018-12-14 00:00:00","544","5","8310","5","44","21","0.47","0","Mike Pelletier","Home Office","West","San Diego","California","United States","92024","2018-12-18 00:00:00","Standard Class","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Office Supplies","Envelopes","Other"
"CA-2018-169859","2018-12-14 00:00:00","544","1635","8311","14","65","23","0.35","0.2","Mike Pelletier","Home Office","West","San Diego","California","United States","92024","2018-12-18 00:00:00","Standard Class","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Office Supplies","Binders","Wilson Jones"
"CA-2018-169894","2018-11-24 00:00:00","498","706","8312","2","21","-15","-0.73","0.7","Mark Van Huff","Consumer","West","Mesa","Arizona","United States","85204","2018-11-29 00:00:00","Second Class","GBC Recycled Grain Textured Covers","Office Supplies","Binders","GBC"
"CA-2018-169894","2018-11-24 00:00:00","498","635","8313","8","416","-42","-0.1","0.2","Mark Van Huff","Consumer","West","Mesa","Arizona","United States","85204","2018-11-29 00:00:00","Second Class","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","Office Supplies","Storage","Fellowes"
"CA-2018-169901","2018-06-15 00:00:00","169","137","8314","3","48","5","0.1","0.2","Clay Cheatham","Consumer","West","San Francisco","California","United States","94122","2018-06-19 00:00:00","Standard Class","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","Technology","Phones","Anker"
"CA-2018-169929","2018-09-25 00:00:00","479","935","8315","5","40","10","0.26","0","Luke Schmidt","Corporate","West","Helena","Montana","United States","59601","2018-09-28 00:00:00","First Class","Iris Project Case","Office Supplies","Storage","Iris"
"CA-2018-169978","2018-12-24 00:00:00","334","536","8316","3","14","5","0.34","0.2","Hunter Glantz","Consumer","East","Oceanside","New York","United States","11572","2018-12-28 00:00:00","Standard Class","DXL Angle-View Binders with Locking Rings, Black","Office Supplies","Binders","DXL"
"CA-2018-169978","2018-12-24 00:00:00","334","529","8317","2","272","48","0.18","0.1","Hunter Glantz","Consumer","East","Oceanside","New York","United States","11572","2018-12-28 00:00:00","Standard Class","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"CA-2018-169999","2018-06-19 00:00:00","378","1652","8318","3","12","4","0.33","0.2","Jim Sink","Corporate","East","New York City","New York","United States","10035","2018-06-26 00:00:00","Standard Class","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2018-169999","2018-06-19 00:00:00","378","1483","8319","2","129","6","0.05","0","Jim Sink","Corporate","East","New York City","New York","United States","10035","2018-06-26 00:00:00","Standard Class","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions"
"US-2015-100279","2015-03-10 00:00:00","684","734","8320","2","22","11","0.48","0","Scott Williamson","Consumer","Central","Royal Oak","Michigan","United States","48073","2015-03-14 00:00:00","Standard Class","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","Office Supplies","Paper","Other"
"US-2015-100853","2015-09-14 00:00:00","359","220","8321","4","20","7","0.33","0.2","Jennifer Braxton","Corporate","Central","Chicago","Illinois","United States","60623","2015-09-19 00:00:00","Standard Class","Avery 51","Office Supplies","Labels","Avery"
"US-2015-100853","2015-09-14 00:00:00","359","953","8322","2","52","-131","-2.5","0.8","Jennifer Braxton","Corporate","Central","Chicago","Illinois","United States","60623","2015-09-19 00:00:00","Standard Class","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","Kensington"
"US-2015-102071","2015-05-09 00:00:00","587","967","8323","4","68","4","0.06","0","Patrick Gardner","Consumer","West","San Francisco","California","United States","94110","2015-05-15 00:00:00","Standard Class","Kingston Digital DataTraveler 32GB USB 2.0","Technology","Accessories","Kingston"
"US-2015-102071","2015-05-09 00:00:00","587","1471","8324","3","168","40","0.24","0","Patrick Gardner","Consumer","West","San Francisco","California","United States","94110","2015-05-15 00:00:00","Standard Class","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","Technology","Accessories","Sony"
"US-2015-102631","2015-12-13 00:00:00","255","870","8325","3","94","-42","-0.45","0.6","Ellis Ballard","Corporate","Central","Chicago","Illinois","United States","60623","2015-12-17 00:00:00","Standard Class","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","Furnishings","Howard Miller"
"US-2015-102715","2015-04-11 00:00:00","357","41","8326","3","7","2","0.34","0.2","Jay Kimmel","Consumer","South","Miami","Florida","United States","33180","2015-04-13 00:00:00","Second Class","Acco Banker's Clasps, 5 3/4""-Long","Office Supplies","Fasteners","Acco"
"US-2015-102715","2015-04-11 00:00:00","357","1829","8327","2","10","4","0.35","0.2","Jay Kimmel","Consumer","South","Miami","Florida","United States","33180","2015-04-13 00:00:00","Second Class","Xerox 224","Office Supplies","Paper","Xerox"
"US-2015-102715","2015-04-11 00:00:00","357","1027","8328","7","336","42","0.13","0.2","Jay Kimmel","Consumer","South","Miami","Florida","United States","33180","2015-04-13 00:00:00","Second Class","Logitech Wireless Anywhere Mouse MX for PC and Mac","Technology","Accessories","Logitech"
"US-2015-102715","2015-04-11 00:00:00","357","1029","8329","3","384","82","0.21","0.2","Jay Kimmel","Consumer","South","Miami","Florida","United States","33180","2015-04-13 00:00:00","Second Class","Logitech Wireless Gaming Headset G930","Technology","Accessories","Logitech"
"US-2015-103338","2015-03-11 00:00:00","628","541","8330","3","8","2","0.26","0","Richard Bierner","Consumer","West","Roseville","California","United States","95661","2015-03-15 00:00:00","Standard Class","Economy #2 Pencils","Office Supplies","Art","Other"
"US-2015-103905","2015-07-14 00:00:00","62","43","8331","7","30","-46","-1.55","0.8","Arthur Wiediger","Home Office","Central","Aurora","Illinois","United States","60505","2015-07-20 00:00:00","Standard Class","Acco D-Ring Binder w/DublLock","Office Supplies","Binders","Acco"
"US-2015-103905","2015-07-14 00:00:00","62","891","8332","4","38","4","0.1","0.2","Arthur Wiediger","Home Office","Central","Aurora","Illinois","United States","60505","2015-07-20 00:00:00","Standard Class","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Technology","Phones","Other"
"US-2015-104759","2015-03-31 00:00:00","237","640","8333","7","8","-14","-1.7","0.8","Dorothy Dickinson","Consumer","Central","Chicago","Illinois","United States","60610","2015-04-04 00:00:00","Standard Class","Fellowes Black Plastic Comb Bindings","Office Supplies","Binders","Fellowes"
"US-2015-104759","2015-03-31 00:00:00","237","959","8334","2","80","14","0.18","0.2","Dorothy Dickinson","Consumer","Central","Chicago","Illinois","United States","60610","2015-04-04 00:00:00","Standard Class","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","Technology","Accessories","Kensington"
"US-2015-105137","2015-10-10 00:00:00","628","1309","8335","2","18","-13","-0.73","0.7","Richard Bierner","Consumer","East","Columbus","Ohio","United States","43229","2015-10-10 00:00:00","Same Day","Premier Elliptical Ring Binder, Black","Office Supplies","Binders","Premier"
"US-2015-105137","2015-10-10 00:00:00","628","804","8336","2","102","-71","-0.7","0.7","Richard Bierner","Consumer","East","Columbus","Ohio","United States","43229","2015-10-10 00:00:00","Same Day","Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner","Technology","Machines","Hewlett-Packard"
"US-2015-105151","2015-03-30 00:00:00","725","1415","8337","5","11","3","0.28","0","Susan Gilcrest","Corporate","East","New York City","New York","United States","10009","2015-03-31 00:00:00","First Class","Sanford EarthWrite Recycled Pencils, Medium Soft, #2","Office Supplies","Art","Sanford"
"US-2015-105767","2015-05-23 00:00:00","34","135","8338","2","3","-3","-0.8","0.7","Andrew Roberts","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2015-05-27 00:00:00","Standard Class","Angle-D Ring Binders","Office Supplies","Binders","Angle-D"
"US-2015-105767","2015-05-23 00:00:00","34","1131","8339","9","21","2","0.11","0.2","Andrew Roberts","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2015-05-27 00:00:00","Standard Class","Newell 317","Office Supplies","Art","Newell"
"US-2015-105767","2015-05-23 00:00:00","34","1108","8340","2","55","-10","-0.18","0.4","Andrew Roberts","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2015-05-27 00:00:00","Standard Class","Motorola L804","Technology","Phones","Motorola"
"US-2015-106299","2015-08-02 00:00:00","570","1079","8341","2","21","9","0.43","0","Nick Zandusky","Home Office","Central","Springfield","Missouri","United States","65807","2015-08-08 00:00:00","Standard Class","Memorex Micro Travel Drive 4 GB","Technology","Accessories","Memorex"
"US-2015-106299","2015-08-02 00:00:00","570","1632","8342","5","27","13","0.47","0","Nick Zandusky","Home Office","Central","Springfield","Missouri","United States","65807","2015-08-08 00:00:00","Standard Class","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Office Supplies","Binders","Wilson Jones"
"US-2015-106299","2015-08-02 00:00:00","570","1461","8343","2","838","226","0.27","0","Nick Zandusky","Home Office","Central","Springfield","Missouri","United States","65807","2015-08-08 00:00:00","Standard Class","Smead Adjustable Mobile File Trolley with Lockable Top","Office Supplies","Storage","Smead"
"US-2015-106334","2015-12-27 00:00:00","365","1721","8344","3","13","6","0.45","0","Jeremy Farry","Consumer","West","San Francisco","California","United States","94122","2016-01-02 00:00:00","Standard Class","Xerox 1927","Office Supplies","Paper","Xerox"
"US-2015-106334","2015-12-27 00:00:00","365","319","8345","3","230","23","0.1","0.2","Jeremy Farry","Consumer","West","San Francisco","California","United States","94122","2016-01-02 00:00:00","Standard Class","Bevis Steel Folding Chairs","Furniture","Chairs","Bevis"
"US-2015-106992","2015-09-19 00:00:00","685","1842","8346","7","2520","-252","-0.1","0.4","Sean Braxton","Corporate","Central","Houston","Texas","United States","77036","2015-09-21 00:00:00","Second Class","Xerox WorkCentre 6505DN Laser Multifunction Printer","Technology","Machines","Xerox"
"US-2015-106992","2015-09-19 00:00:00","685","988","8347","3","3060","-510","-0.17","0.4","Sean Braxton","Corporate","Central","Houston","Texas","United States","77036","2015-09-21 00:00:00","Second Class","Lexmark MX611dhe Monochrome Laser Printer","Technology","Machines","Other"
"US-2015-107405","2015-03-21 00:00:00","746","1552","8348","1","16","-4","-0.24","0.2","Thomas Seio","Corporate","South","Asheville","North Carolina","United States","28806","2015-03-25 00:00:00","Standard Class","Tennsco Commercial Shelving","Office Supplies","Storage","Tennsco"
"US-2015-107699","2015-05-19 00:00:00","387","249","8349","9","57","26","0.46","0","John Huston","Consumer","Central","Midland","Michigan","United States","48640","2015-05-23 00:00:00","Standard Class","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","Binders","Avery"
"US-2015-107993","2015-11-25 00:00:00","673","523","8350","7","51","8","0.16","0.2","Sanjit Engle","Consumer","West","Springfield","Oregon","United States","97477","2015-11-30 00:00:00","Standard Class","Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies","Art","Dixon"
"US-2015-109036","2015-12-20 00:00:00","433","197","8351","3","31","15","0.48","0","Keith Herrera","Consumer","West","Seattle","Washington","United States","98103","2015-12-25 00:00:00","Standard Class","Avery 489","Office Supplies","Labels","Avery"
"US-2015-109162","2015-06-08 00:00:00","427","1457","8352","3","170","11","0.06","0.2","Katrina Edelman","Corporate","South","Bristol","Tennessee","United States","37620","2015-06-12 00:00:00","Standard Class","Situations Contoured Folding Chairs, 4/Set","Furniture","Chairs","Other"
"US-2015-109456","2015-10-16 00:00:00","482","261","8353","3","14","5","0.35","0.2","Lynn Smith","Consumer","West","San Francisco","California","United States","94110","2015-10-17 00:00:00","Same Day","Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies","Binders","Avery"
"US-2015-109456","2015-10-16 00:00:00","482","1015","8354","3","180","86","0.48","0","Lynn Smith","Consumer","West","San Francisco","California","United States","94110","2015-10-17 00:00:00","Same Day","Logitech Illuminated - Keyboard","Technology","Accessories","Logitech"
"US-2015-110674","2015-02-12 00:00:00","672","754","8355","2","130","-24","-0.19","0.2","Sanjit Chand","Consumer","West","Concord","California","United States","94521","2015-02-18 00:00:00","Standard Class","Global Geo Office Task Chair, Gray","Furniture","Chairs","Global"
"US-2015-111171","2015-12-26 00:00:00","150","414","8356","5","9","-15","-1.7","0.8","Christina Anderson","Consumer","Central","Chicago","Illinois","United States","60610","2015-12-31 00:00:00","Standard Class","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Office Supplies","Binders","Cardinal"
"US-2015-111353","2015-11-29 00:00:00","609","193","8357","2","25","12","0.47","0","Philip Brown","Consumer","East","New York City","New York","United States","10009","2015-12-06 00:00:00","Standard Class","Avery 485","Office Supplies","Labels","Avery"
"US-2015-112200","2015-11-22 00:00:00","763","246","8358","5","10","-16","-1.65","0.8","Tony Chapman","Home Office","Central","Bolingbrook","Illinois","United States","60440","2015-11-28 00:00:00","Standard Class","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","Office Supplies","Binders","Avery"
"US-2015-112564","2015-04-23 00:00:00","743","1651","8359","3","3","-2","-0.7","0.7","Theresa Swint","Corporate","East","Philadelphia","Pennsylvania","United States","19134","2015-04-24 00:00:00","First Class","Wilson Jones Suede Grain Vinyl Binders","Office Supplies","Binders","Wilson Jones"
"US-2015-112795","2015-08-23 00:00:00","174","1793","8360","3","19","10","0.49","0","Corey Roper","Home Office","Central","Grand Rapids","Michigan","United States","49505","2015-08-28 00:00:00","Second Class","Xerox 1993","Office Supplies","Paper","Xerox"
"US-2015-112872","2015-12-06 00:00:00","663","665","8361","3","53","5","0.09","0.2","Ryan Crowe","Consumer","West","Springfield","Oregon","United States","97477","2015-12-11 00:00:00","Second Class","File Shuttle I and Handi-File","Office Supplies","Storage","Other"
"US-2015-112872","2015-12-06 00:00:00","663","425","8362","1","275","-171","-0.62","0.5","Ryan Crowe","Consumer","West","Springfield","Oregon","United States","97477","2015-12-11 00:00:00","Second Class","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","Furniture","Tables","Chromcraft"
"US-2015-112914","2015-09-25 00:00:00","537","269","8363","2","3","-4","-1.6","0.8","Michelle Tran","Home Office","Central","Houston","Texas","United States","77041","2015-09-30 00:00:00","Standard Class","Avery Self-Adhesive Photo Pockets for Polaroid Photos","Office Supplies","Binders","Avery"
"US-2015-112914","2015-09-25 00:00:00","537","1292","8364","2","3","1","0.34","0.2","Michelle Tran","Home Office","Central","Houston","Texas","United States","77041","2015-09-30 00:00:00","Standard Class","Poly String Tie Envelopes","Office Supplies","Envelopes","Poly"
"US-2015-112914","2015-09-25 00:00:00","537","1751","8365","8","34","11","0.31","0.2","Michelle Tran","Home Office","Central","Houston","Texas","United States","77041","2015-09-30 00:00:00","Standard Class","Xerox 1954","Office Supplies","Paper","Xerox"
"US-2015-112914","2015-09-25 00:00:00","537","1198","8366","2","301","-97","-0.32","0.32","Michelle Tran","Home Office","Central","Houston","Texas","United States","77041","2015-09-30 00:00:00","Standard Class","O'Sullivan Living Dimensions 5-Shelf Bookcases","Furniture","Bookcases","O'Sullivan"
"US-2015-112949","2015-06-20 00:00:00","175","1174","8367","2","4","2","0.48","0","Corey-Lock","Consumer","Central","Lawton","Oklahoma","United States","73505","2015-06-27 00:00:00","Standard Class","Nontoxic Chalk","Office Supplies","Art","Other"
"US-2015-112949","2015-06-20 00:00:00","175","855","8368","6","472","156","0.33","0","Corey-Lock","Consumer","Central","Lawton","Oklahoma","United States","73505","2015-06-27 00:00:00","Standard Class","Honeywell Quietcare HEPA Air Cleaner","Office Supplies","Appliances","Honeywell"
"US-2015-112991","2015-12-10 00:00:00","664","1726","8369","4","26","12","0.48","0","Sally Hughsby","Corporate","West","Caldwell","Idaho","United States","83605","2015-12-14 00:00:00","Standard Class","Xerox 1931","Office Supplies","Paper","Xerox"
"US-2015-112991","2015-12-10 00:00:00","664","1841","8370","4","91","42","0.46","0","Sally Hughsby","Corporate","West","Caldwell","Idaho","United States","83605","2015-12-14 00:00:00","Standard Class","Xerox Color Copier Paper, 11"" x 17"", Ream","Office Supplies","Paper","Xerox"
"US-2015-112991","2015-12-10 00:00:00","664","1203","8371","3","338","4","0.01","0.2","Sally Hughsby","Corporate","West","Caldwell","Idaho","United States","83605","2015-12-14 00:00:00","Standard Class","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","Furniture","Chairs","Office Star"
"US-2015-113124","2015-03-30 00:00:00","555","1483","8372","2","129","6","0.05","0","Nat Carroll","Consumer","Central","Apple Valley","Minnesota","United States","55124","2015-04-05 00:00:00","Standard Class","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions"
"US-2015-114188","2015-05-20 00:00:00","622","36","8373","4","33","9","0.28","0","Randy Ferguson","Corporate","East","Dover","New Hampshire","United States","3820","2015-05-22 00:00:00","Second Class","Acco 6 Outlet Guardian Basic Surge Suppressor","Office Supplies","Appliances","Acco"
"US-2015-114188","2015-05-20 00:00:00","622","1414","8374","9","39","12","0.31","0","Randy Ferguson","Corporate","East","Dover","New Hampshire","United States","3820","2015-05-22 00:00:00","Second Class","Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies","Art","Sanford"
"US-2015-114188","2015-05-20 00:00:00","622","16","8375","7","140","60","0.43","0","Randy Ferguson","Corporate","East","Dover","New Hampshire","United States","3820","2015-05-22 00:00:00","Second Class","24-Hour Round Wall Clock","Furniture","Furnishings","Other"
"US-2015-114377","2015-11-05 00:00:00","69","766","8376","5","150","40","0.27","0","Barry Gonzalez","Consumer","South","Hampton","Virginia","United States","23666","2015-11-05 00:00:00","Same Day","Global Stack Chair with Arms, Black","Furniture","Chairs","Global"
"US-2015-115189","2015-12-30 00:00:00","23","453","8377","6","252","-50","-0.2","0.4","Alex Russell","Corporate","East","Philadelphia","Pennsylvania","United States","19143","2016-01-03 00:00:00","Second Class","ClearSounds CSC500 Amplified Spirit Phone Corded phone","Technology","Phones","Clearsounds"
"US-2015-115189","2015-12-30 00:00:00","23","827","8378","3","524","-192","-0.37","0.4","Alex Russell","Corporate","East","Philadelphia","Pennsylvania","United States","19143","2016-01-03 00:00:00","Second Class","Hon 5100 Series Wood Tables","Furniture","Tables","Hon"
"US-2015-115196","2015-09-09 00:00:00","194","21","8379","2","1300","-572","-0.44","0.5","Daniel Lacy","Consumer","South","Greenville","North Carolina","United States","27834","2015-09-13 00:00:00","Standard Class","3D Systems Cube Printer, 2nd Generation, White","Technology","Machines","3D Systems"
"US-2015-115413","2015-08-26 00:00:00","596","1157","8380","3","9","3","0.29","0","Paul Prost","Home Office","East","Newark","Delaware","United States","19711","2015-09-01 00:00:00","Standard Class","Newell 340","Office Supplies","Art","Newell"
"US-2015-115413","2015-08-26 00:00:00","596","1273","8381","3","150","52","0.35","0","Paul Prost","Home Office","East","Newark","Delaware","United States","19711","2015-09-01 00:00:00","Standard Class","Plantronics Audio 478 Stereo USB Headset","Technology","Accessories","Plantronics"
